,Id,StrategyId,TradingObject,Freq
185,600282_600808@192.168.1.12@30987,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600282_600808,600282,600808",0.074
186,600284_600039@192.168.1.12@30988,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600284_600039,600284,600039",0.083
187,600292_002573@192.168.1.12@30989,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600292_002573,600292,002573",0.093
188,600292_002573@192.168.1.51@41100,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600292_002573,600292,002573",0.045
189,600292_601200@192.168.1.12@30990,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600292_601200,600292,601200",0.139
190,600292_601200@192.168.1.51@41101,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600292_601200,600292,601200",0.066
191,600307_600282@192.168.1.12@30991,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600307_600282,600307,600282",0.098
192,600307_600282@192.168.1.51@41102,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600307_600282,600307,600282",0.041
193,600307_600808@192.168.1.12@30992,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600307_600808,600307,600808",0.093
194,600307_600808@192.168.1.51@41103,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600307_600808,600307,600808",0.038
195,600312_300274@192.168.1.51@41104,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600312_300274,600312,300274",0.039
196,600317_600017@192.168.1.12@30993,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600317_600017,600317,600017",0.086
197,600317_600017@192.168.1.51@41105,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600317_600017,600317,600017",0.046
198,600317_600428@192.168.1.12@30994,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600317_600428,600317,600428",0.104
199,600338_600259@192.168.1.51@41106,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600338_600259,600338,600259",0.042
200,600393_600325@192.168.1.12@30995,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600393_600325,600393,600325",0.047
201,600395_600971@192.168.1.51@41107,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600395_600971,600395,600971",0.059
202,600395_601001@192.168.1.51@41108,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600395_601001,600395,601001",0.067
203,600395_601699@192.168.1.12@30996,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600395_601699,600395,601699",0.152
204,600395_601699@192.168.1.51@41109,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600395_601699,600395,601699",0.057
205,600435_600584@192.168.1.12@30997,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600435_600584,600435,600584",0.084
206,600478_300274@192.168.1.12@30998,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600478_300274,600478,300274",0.073
207,600478_300274@192.168.1.51@41110,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600478_300274,600478,300274",0.037
208,600478_300376@192.168.1.51@41111,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600478_300376,600478,300376",0.034
209,600536_300383@192.168.1.51@41112,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600536_300383,600536,300383",0.02
210,600545_600388@192.168.1.12@30999,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600545_600388,600545,600388",0.137
211,600545_600587@192.168.1.12@31000,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600545_600587,600545,600587",0.119
212,600557_600329@192.168.1.12@31001,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600557_600329,600557,600329",0.11
213,600557_600422@192.168.1.51@41113,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600557_600422,600557,600422",0.046
214,600557_600521@192.168.1.12@31002,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600557_600521,600557,600521",0.101
215,600557_600521@192.168.1.51@41114,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600557_600521,600557,600521",0.047
216,600566_600572@192.168.1.12@31003,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600566_600572,600566,600572",0.098
217,600572_600566@192.168.1.51@41115,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600572_600566,600572,600566",0.042
218,600578_002479@192.168.1.51@41116,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600578_002479,600578,002479",0.074
219,600578_600098@192.168.1.51@41117,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600578_600098,600578,600098",0.073
220,600578_600863@192.168.1.12@31004,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600578_600863,600578,600863",0.119
221,600578_600863@192.168.1.51@41118,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600578_600863,600578,600863",0.068
222,600580_600884@192.168.1.12@31005,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600580_600884,600580,600884",0.101
223,600580_600884@192.168.1.51@41119,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600580_600884,600580,600884",0.051
224,600618_600623@192.168.1.51@41120,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600618_600623,600618,600623",0.046
225,600648_600058@192.168.1.51@41121,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600648_600058,600648,600058",0.048
226,600648_600120@192.168.1.51@41122,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600648_600120,600648,600120",0.045
227,600657_600743@192.168.1.12@31006,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600657_600743,600657,600743",0.117
228,600743_600657@192.168.1.51@41123,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600743_600657,600743,600657",0.046
229,600743_600773@192.168.1.12@31007,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600743_600773,600743,600773",0.103
230,600743_600773@192.168.1.51@41124,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600743_600773,600743,600773",0.043
231,600748_600657@192.168.1.51@41125,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600748_600657,600748,600657",0.045
232,600748_600743@192.168.1.12@31008,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600748_600743,600748,600743",0.09
233,600748_600773@192.168.1.12@31009,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600748_600773,600748,600773",0.076
234,600748_600773@192.168.1.51@41126,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600748_600773,600748,600773",0.04
235,600757_600880@192.168.1.12@31010,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600757_600880,600757,600880",0.125
236,600757_600880@192.168.1.51@41127,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600757_600880,600757,600880",0.044
237,600808_600282@192.168.1.12@31011,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600808_600282,600808,600282",0.096
238,600808_600282@192.168.1.51@41128,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600808_600282,600808,600282",0.038
239,600839_600776@192.168.1.51@41129,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600839_600776,600839,600776",0.044
240,600839_601231@192.168.1.51@41130,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600839_601231,600839,601231",0.043
241,600863_002479@192.168.1.12@31012,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600863_002479,600863,002479",0.132
242,600863_002479@192.168.1.51@41131,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600863_002479,600863,002479",0.056
243,600863_600098@192.168.1.51@41132,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600863_600098,600863,600098",0.061
244,600863_600578@192.168.1.12@31013,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600863_600578,600863,600578",0.142
245,600863_600578@192.168.1.51@41133,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600863_600578,600863,600578",0.06
246,600869_600884@192.168.1.12@31014,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600869_600884,600869,600884",0.096
247,600869_600884@192.168.1.51@41134,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600869_600884,600869,600884",0.054
248,600875_600765@192.168.1.12@31015,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600875_600765,600875,600765",0.092
249,600875_600765@192.168.1.51@41135,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600875_600765,600875,600765",0.047
250,600875_600835@192.168.1.12@31016,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600875_600835,600875,600835",0.094
251,600875_600894@192.168.1.51@41136,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600875_600894,600875,600894",0.041
252,600880_601811@192.168.1.51@41137,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600880_601811,600880,601811",0.045
253,600885_601311@192.168.1.51@41138,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600885_601311,600885,601311",0.033
254,600885_603355@192.168.1.12@31017,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600885_603355,600885,603355",0.085
255,600885_603355@192.168.1.51@41139,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600885_603355,600885,603355",0.04
256,600885_603515@192.168.1.51@41140,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600885_603515,600885,603515",0.04
257,600885_603868@192.168.1.12@31018,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600885_603868,600885,603868",0.081
258,600885_603868@192.168.1.51@41141,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600885_603868,600885,603868",0.036
259,600894_600765@192.168.1.51@41142,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600894_600765,600894,600765",0.06
260,600936_600996@192.168.1.12@31019,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600936_600996,600936,600996",0.085
261,600936_600996@192.168.1.51@41143,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600936_600996,600936,600996",0.045
262,600970_300055@192.168.1.12@31020,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600970_300055,600970,300055",0.079
263,600971_601699@192.168.1.12@31021,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"600971_601699,600971,601699",0.121
264,600971_601699@192.168.1.51@41144,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"600971_601699,600971,601699",0.051
265,601001_600971@192.168.1.12@31022,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"601001_600971,601001,600971",0.105
266,601001_601699@192.168.1.12@31023,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"601001_601699,601001,601699",0.109
267,601001_601699@192.168.1.51@41145,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"601001_601699,601001,601699",0.053
268,601128_600908@192.168.1.12@31024,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"601128_600908,601128,600908",0.128
269,601128_600908@192.168.1.51@41146,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"601128_600908,601128,600908",0.048
270,601200_002573@192.168.1.51@41147,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"601200_002573,601200,002573",0.052
271,601717_600879@192.168.1.51@41148,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"601717_600879,601717,600879",0.038
272,601969_000762@192.168.1.51@41149,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"601969_000762,601969,000762",0.041
273,603000_300043@192.168.1.12@31025,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"603000_300043,603000,300043",0.066
274,603000_603888@192.168.1.51@41150,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"603000_603888,603000,603888",0.028
275,603025_601231@192.168.1.51@41151,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"603025_601231,603025,601231",0.038
276,603025_603019@192.168.1.51@41152,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"603025_603019,603025,603019",0.041
277,603077_601678@192.168.1.12@31026,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"603077_601678,603077,601678",0.122
278,603077_603188@192.168.1.12@31027,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"603077_603188,603077,603188",0.119
279,603169_600879@192.168.1.12@31028,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"603169_600879,603169,600879",0.059
280,603169_601717@192.168.1.12@31029,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"603169_601717,603169,601717",0.068
281,603169_601717@192.168.1.51@41153,Cn.All.60B.PairX(MFA)@Cn.Id807062.IcStkAll_T1L1,"603169_601717,603169,601717",0.024
282,603369_603198@192.168.1.12@31030,Cn.All.60B.PairX(MFA)@Cn.Id807048.IcStkAll_T1L1,"603369_603198,603369,603198",0.084
283,ADABMX@192.168.1.11@28101,Global.BMX.60B.Pattern@BMX.Id007929.T2N_XxxBtc,ADABMX,0.072
284,ADABMX@192.168.1.53@20201,Global.BMX.60B.Pattern@BMX.Id007929.T2N_XxxC0_2,ADABMX,0.0
285,ADABMX_ADABTCBN@192.168.1.11@5201,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxL1,"ADABMX_ADABTCBN,ADABMX,ADABTCBN",0.741
286,ADABMX_ADABTCBN@192.168.1.11@5202,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxL1,"ADABMX_ADABTCBN,ADABMX,ADABTCBN",0.459
287,ADABMX_ADABTCBN@192.168.1.11@5203,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxL1,"ADABMX_ADABTCBN,ADABMX,ADABTCBN",0.265
288,ADABMX_ADABTCBN@192.168.1.11@52101,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxBnXxxL1,"ADABMX_ADABTCBN,ADABMX,ADABTCBN",0.99
289,ADABMX_ADABTCBN@192.168.1.11@52102,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxBnXxxL1,"ADABMX_ADABTCBN,ADABMX,ADABTCBN",0.586
290,ADABMX_ADABTCBN@192.168.1.11@52103,Global.BMX.60B.PairX(MFA)@BMX.Id807012.BmxBnXxxL1,"ADABMX_ADABTCBN,ADABMX,ADABTCBN",0.336
291,ADABMX_ADABTCBN@192.168.1.52@52501,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxUL1,"ADABMX_ADABTCBN,ADABMX,ADABTCBN",1.102
292,ADABMX_ADABTCBN@192.168.1.52@52502,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxUL1,"ADABMX_ADABTCBN,ADABMX,ADABTCBN",0.76
293,ADABMX_ADABTCBN@192.168.1.52@52503,Global.BMX.60B.PairX(MFA)@BMX.Id807045.BmxBnXxxUL1,"ADABMX_ADABTCBN,ADABMX,ADABTCBN",0.504
294,ADABMX_BCHBMX@192.168.1.30@27001,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"ADABMX_BCHBMX,ADABMX,BCHBMX",0.928
295,ADABMX_BCHBMX@192.168.1.34@27101,Global.BMX.60B.PairX(MFA)@BMX.Id807012.XxxBtc_L1,"ADABMX_BCHBMX,ADABMX,BCHBMX",1.138
296,ADABMX_EOSBMX@192.168.1.15@64301,Global.BMX.60B.PairX(MFA)@BMX.Id807045.XxxBtc_L1,"ADABMX_EOSBMX,ADABMX,EOSBMX",0.664
297,ADABMX_EOSBMX@192.168.1.30@27002,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"ADABMX_EOSBMX,ADABMX,EOSBMX",1.343
298,ADABMX_EOSBMX@192.168.1.34@27102,Global.BMX.60B.PairX(MFA)@BMX.Id807012.XxxBtc_L1,"ADABMX_EOSBMX,ADABMX,EOSBMX",1.395
299,ADABMX_TRXBMX@192.168.1.30@27003,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"ADABMX_TRXBMX,ADABMX,TRXBMX",1.254
300,ADABMX_XRPBMX@192.168.1.30@27004,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"ADABMX_XRPBMX,ADABMX,XRPBMX",1.306
301,ADABMX_XRPBMX@192.168.1.34@27103,Global.BMX.60B.PairX(MFA)@BMX.Id807012.XxxBtc_L1,"ADABMX_XRPBMX,ADABMX,XRPBMX",1.204
302,ADABTCBN@192.168.1.16@42101,Global.BN.60B.Pattern@BN.Id007929.T2N_LongOnly,ADABTCBN,0.034
303,ADAUSDTBN_EOSUSDTBN@192.168.1.15@64001,Global.BN.60B.PairX(MFA)@BN.Id807045.BnUsdtV8AllL1,"ADAUSDTBN_EOSUSDTBN,ADAUSDTBN,EOSUSDTBN",0.393
304,AEBTCBN_ADABTCBN@192.168.1.15@64201,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"AEBTCBN_ADABTCBN,AEBTCBN,ADABTCBN",0.184
305,AEBTCBN_ADABTCBN@192.168.1.61@21001,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"AEBTCBN_ADABTCBN,AEBTCBN,ADABTCBN",0.191
306,AEBTCBN_EOSBTCBN@192.168.1.61@21002,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"AEBTCBN_EOSBTCBN,AEBTCBN,EOSBTCBN",0.202
307,AEBTCBN_ETHBTCBN@192.168.1.15@64202,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"AEBTCBN_ETHBTCBN,AEBTCBN,ETHBTCBN",0.198
308,AEBTCBN_ETHBTCBN@192.168.1.61@21003,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"AEBTCBN_ETHBTCBN,AEBTCBN,ETHBTCBN",0.241
309,AGIBTCBN_ADABTCBN@192.168.1.15@64203,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"AGIBTCBN_ADABTCBN,AGIBTCBN,ADABTCBN",0.124
310,AGIBTCBN_ETHBTCBN@192.168.1.15@64204,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"AGIBTCBN_ETHBTCBN,AGIBTCBN,ETHBTCBN",0.129
311,AGR@192.168.1.14@11001,CnCom.Id102007.A01,AGR,0.004
312,AGR@192.168.1.14@12101,CnCom.Id102007.A02,AGR,0.002
313,AGR@192.168.1.14@14001,CnCom.Id102007.A06,AGR,0.015
314,AGR@192.168.1.14@15001,CnCom.Id102007.A07,AGR,0.013
315,AGR@192.168.1.14@16001,CnCom.Id102007.A08,AGR,0.002
316,AGR@192.168.1.14@17001,CnCom.Id102007.A09,AGR,0.003
317,AGR@192.168.1.14@18001,CnCom.Id102007.A13,AGR,0.004
318,AGRDLa@192.168.1.17@22001,Cn.Com.U22.CPA@CnCom.Id102011.TP,AGRDLa,0.001
319,AGRDLc@192.168.1.17@22002,Cn.Com.U22.CPA@CnCom.Id102011.TP,AGRDLc,0.001
320,AGRDLm@192.168.1.17@22003,Cn.Com.U22.CPA@CnCom.Id102011.TP,AGRDLm,0.001
321,AGRDLp@192.168.1.17@22004,Cn.Com.U22.CPA@CnCom.Id102011.TP,AGRDLp,0.001
322,AGRDLy@192.168.1.17@22005,Cn.Com.U22.CPA@CnCom.Id102011.TP,AGRDLy,0.001
323,AGRZZCF@192.168.1.17@22006,Cn.Com.U22.CPA@CnCom.Id102011.TP,AGRZZCF,0.0
324,AGRZZOI@192.168.1.17@22007,Cn.Com.U22.CPA@CnCom.Id102011.TP,AGRZZOI,0.001
325,AGRZZSR@192.168.1.17@22008,Cn.Com.U22.CPA@CnCom.Id102011.TP,AGRZZSR,0.001
326,AIONBTCBN_ADABTCBN@192.168.1.15@64205,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"AIONBTCBN_ADABTCBN,AIONBTCBN,ADABTCBN",0.145
327,AIONBTCBN_ADABTCBN@192.168.1.61@21004,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"AIONBTCBN_ADABTCBN,AIONBTCBN,ADABTCBN",0.154
328,AIONBTCBN_EOSBTCBN@192.168.1.61@21005,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"AIONBTCBN_EOSBTCBN,AIONBTCBN,EOSBTCBN",0.135
329,AIONBTCBN_ETHBTCBN@192.168.1.15@64206,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"AIONBTCBN_ETHBTCBN,AIONBTCBN,ETHBTCBN",0.186
330,AIONBTCBN_ETHBTCBN@192.168.1.61@21006,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"AIONBTCBN_ETHBTCBN,AIONBTCBN,ETHBTCBN",0.166
331,AMBBTCBN_ADABTCBN@192.168.1.15@64207,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"AMBBTCBN_ADABTCBN,AMBBTCBN,ADABTCBN",0.163
332,AMBBTCBN_ADABTCBN@192.168.1.61@21007,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"AMBBTCBN_ADABTCBN,AMBBTCBN,ADABTCBN",0.152
333,AMBBTCBN_EOSBTCBN@192.168.1.61@21008,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"AMBBTCBN_EOSBTCBN,AMBBTCBN,EOSBTCBN",0.129
334,AMBBTCBN_ETHBTCBN@192.168.1.15@64208,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"AMBBTCBN_ETHBTCBN,AMBBTCBN,ETHBTCBN",0.134
335,AMBBTCBN_ETHBTCBN@192.168.1.61@21009,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"AMBBTCBN_ETHBTCBN,AMBBTCBN,ETHBTCBN",0.157
336,BATBTCBN_ADABTCBN@192.168.1.15@64209,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"BATBTCBN_ADABTCBN,BATBTCBN,ADABTCBN",0.212
337,BATBTCBN_ADABTCBN@192.168.1.61@21010,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"BATBTCBN_ADABTCBN,BATBTCBN,ADABTCBN",0.209
338,BATBTCBN_EOSBTCBN@192.168.1.61@21011,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"BATBTCBN_EOSBTCBN,BATBTCBN,EOSBTCBN",0.266
339,BATBTCBN_ETHBTCBN@192.168.1.15@64210,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxV9L1,"BATBTCBN_ETHBTCBN,BATBTCBN,ETHBTCBN",0.209
340,BATBTCBN_ETHBTCBN@192.168.1.61@21012,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P1,"BATBTCBN_ETHBTCBN,BATBTCBN,ETHBTCBN",0.215
341,BCDBTCBN_ADABTCBN@192.168.1.52@52201,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxL1P2,"BCDBTCBN_ADABTCBN,BCDBTCBN,ADABTCBN",0.158
342,BCDBTCBN_ADABTCBN@192.168.1.61@22001,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P2,"BCDBTCBN_ADABTCBN,BCDBTCBN,ADABTCBN",0.164
343,BCDBTCBN_EOSBTCBN@192.168.1.61@22002,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P2,"BCDBTCBN_EOSBTCBN,BCDBTCBN,EOSBTCBN",0.189
344,BCDBTCBN_ETHBTCBN@192.168.1.52@52202,Global.BN.60B.PairX(MFA)@BN.Id807045.BnBnXxxL1P2,"BCDBTCBN_ETHBTCBN,BCDBTCBN,ETHBTCBN",0.177
345,BCDBTCBN_ETHBTCBN@192.168.1.61@22003,Global.BN.60B.PairX(MFA)@BN.Id807045.BnXBnV11L1P2,"BCDBTCBN_ETHBTCBN,BCDBTCBN,ETHBTCBN",0.188
346,BCHBMX@192.168.1.11@28102,Global.BMX.60B.Pattern@BMX.Id007929.T2N_XxxBtc,BCHBMX,0.069
347,BCHBMX@192.168.1.53@20202,Global.BMX.60B.Pattern@BMX.Id007929.T2N_XxxC0_2,BCHBMX,0.0
348,BCHBMX_EOSBMX@192.168.1.34@27104,Global.BMX.60B.PairX(MFA)@BMX.Id807012.XxxBtc_L1,"BCHBMX_EOSBMX,BCHBMX,EOSBMX",0.981
349,BCHBMX_ETHBMX@192.168.1.15@64302,Global.BMX.60B.PairX(MFA)@BMX.Id807045.XxxBtc_L1,"BCHBMX_ETHBMX,BCHBMX,ETHBMX",0.319
350,BCHBMX_ETHBMX@192.168.1.30@27005,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"BCHBMX_ETHBMX,BCHBMX,ETHBMX",0.63
351,BCHBMX_ETHBMX@192.168.1.34@27105,Global.BMX.60B.PairX(MFA)@BMX.Id807012.XxxBtc_L1,"BCHBMX_ETHBMX,BCHBMX,ETHBMX",0.737
352,BCHBMX_LTCBMX@192.168.1.30@27006,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"BCHBMX_LTCBMX,BCHBMX,LTCBMX",1.072
353,BCHBMX_TRXBMX@192.168.1.30@27007,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"BCHBMX_TRXBMX,BCHBMX,TRXBMX",0.637
354,BCHBMX_XRPBMX@192.168.1.30@27008,Global.BMX.60B.PairX(MFA)@BMX.Id807012.MFA_XxxBtc,"BCHBMX_XRPBMX,BCHBMX,XRPBMX",0.793
355,BCHBMX_XRPBMX@192.168.1.34@27106,Global.BMX.60B.PairX(MFA)@BMX.Id807012.XxxBtc_L1,"BCHBMX_XRPBMX,BCHBMX,XRPBMX",0.948
